epoch,step,train_loss,val_auc,val_loss
0,49,0.0254074539989233,,
0,99,0.022206544876098633,,
0,149,0.021901145577430725,,
0,199,0.023363742977380753,,
0,241,,0.44441303610801697,0.0215030275285244
1,249,0.02285303734242916,,
1,299,0.019027629867196083,,
1,349,0.02183392085134983,,
1,399,0.020609227940440178,,
1,449,0.02099374309182167,,
1,483,,0.4932275414466858,0.019695883616805077
2,499,0.01927742175757885,,
2,549,0.020253028720617294,,
2,599,0.0198333989828825,,
2,649,0.021417412906885147,,
2,699,0.01741163805127144,,
2,725,,0.5048617720603943,0.01908775046467781
3,749,0.018453937023878098,,
3,799,0.02196507714688778,,
