epoch,step,train_loss,val_auc,val_loss
0,49,0.03314628824591637,,
0,99,0.03252847492694855,,
0,149,0.02954464592039585,,
0,199,0.032903339713811874,,
0,249,0.02914944291114807,,
0,299,0.02860180102288723,,
0,349,0.030631398782134056,,
0,356,,0.6337878108024597,0.0287887342274189
1,399,0.030283533036708832,,
1,449,0.02898271381855011,,
1,499,0.026872890070080757,,
1,549,0.022876041010022163,,
1,599,0.02167818695306778,,
1,649,0.0215377788990736,,
1,699,0.023826515302062035,,
1,713,,0.8154855966567993,0.022220423445105553
2,749,0.018854115158319473,,
2,799,0.018872100859880447,,
2,849,0.017450187355279922,,
2,899,0.018433552235364914,,
2,949,0.019164402037858963,,
2,999,0.01797429285943508,,
2,1049,0.019803505390882492,,
2,1070,,0.8520374298095703,0.017858373001217842
3,1099,0.015917694196105003,,
3,1149,0.016347814351320267,,
3,1199,0.017882149666547775,,
3,1249,0.01720767840743065,,
3,1299,0.0150214321911335,,
3,1349,0.012788496911525726,,
3,1399,0.014072893187403679,,
3,1427,,0.8712254762649536,0.015846693888306618
4,1449,0.018365545198321342,,
4,1499,0.014479509554803371,,
4,1549,0.015942247584462166,,
4,1599,0.01655167154967785,,
4,1649,0.013786531053483486,,
4,1699,0.01130813080817461,,
4,1749,0.016739962622523308,,
4,1784,,0.8800318241119385,0.01493382453918457
