epoch,step,train_loss,val_auc,val_loss
0,49,0.032933350652456284,,
0,99,0.03252433240413666,,
0,149,0.029465923085808754,,
0,199,0.032681990414857864,,
0,249,0.029300929978489876,,
0,299,0.028642987832427025,,
0,349,0.031177660450339317,,
0,356,,0.6093881130218506,0.029402846470475197
1,399,0.03028825670480728,,
1,449,0.029449235647916794,,
1,499,0.027278659865260124,,
1,549,0.022987499833106995,,
1,599,0.022517593577504158,,
1,649,0.0220649316906929,,
1,699,0.024780768901109695,,
1,713,,0.8098861575126648,0.022517243400216103
2,749,0.02029162086546421,,
2,799,0.019591791555285454,,
2,849,0.018146933987736702,,
2,899,0.018411826342344284,,
2,949,0.018956882879137993,,
2,999,0.01751560904085636,,
2,1049,0.02014450915157795,,
2,1070,,0.8488945960998535,0.017587371170520782
3,1099,0.016315124928951263,,
3,1149,0.015255652368068695,,
3,1199,0.018405817449092865,,
3,1249,0.01782676950097084,,
3,1299,0.015491578727960587,,
3,1349,0.011999565176665783,,
3,1399,0.013696853071451187,,
3,1427,,0.870754063129425,0.01548838336020708
4,1449,0.01853831857442856,,
4,1499,0.013760576024651527,,
4,1549,0.015161057002842426,,
4,1599,0.015938038006424904,,
4,1649,0.013233708217740059,,
4,1699,0.011278169229626656,,
4,1749,0.01752898097038269,,
4,1784,,0.8784822821617126,0.014612680301070213
