epoch,step,train_loss,val_auc,val_loss
0,49,0.028843680396676064,,
0,99,0.03146030381321907,,
0,149,0.02899291180074215,,
0,199,0.028306512162089348,,
0,249,0.02679489366710186,,
0,299,0.02817310020327568,,
0,349,0.0276385135948658,,
0,399,0.025806289166212082,,
0,449,0.026756953448057175,,
0,477,,0.7223079800605774,0.05523299425840378
1,499,0.025324594229459763,,
1,549,0.025525866076350212,,
1,599,0.023487644270062447,,
1,649,0.026307115331292152,,
1,699,0.022667458280920982,,
1,749,0.02276921086013317,,
1,799,0.02660324051976204,,
1,849,0.025321247056126595,,
1,899,0.02390018105506897,,
1,949,0.019892795011401176,,
1,955,,0.8481909036636353,0.02074654959142208
2,999,0.023736177012324333,,
2,1049,0.019256513565778732,,
2,1099,0.022019825875759125,,
2,1149,0.018783388659358025,,
2,1199,0.020307300612330437,,
2,1249,0.02066291868686676,,
2,1299,0.019388504326343536,,
2,1349,0.015973884612321854,,
2,1399,0.019636038690805435,,
2,1433,,0.892695963382721,0.01756802573800087
3,1449,0.01844116300344467,,
3,1499,0.01583230309188366,,
3,1549,0.013480002991855145,,
3,1599,0.015329208225011826,,
3,1649,0.016894977539777756,,
3,1699,0.01764654740691185,,
3,1749,0.017832966521382332,,
3,1799,0.01854160986840725,,
