epoch,step,train_loss,val_auc,val_loss
0,49,0.03036702796816826,,
0,99,0.029363160952925682,,
0,149,0.029589088633656502,,
0,199,0.031433939933776855,,
0,249,0.028554225340485573,,
0,299,0.02927975170314312,,
0,349,0.031481482088565826,,
0,399,0.03227532282471657,,
0,449,0.032666563987731934,,
0,499,0.025223208591341972,,
0,549,0.028282761573791504,,
0,599,0.02614826336503029,,
0,649,0.020802251994609833,,
0,699,0.025981009006500244,,
0,713,,0.7896152138710022,0.02400588057935238
1,749,0.024362480267882347,,
1,799,0.02725742943584919,,
