epoch,step,train_loss,val_auc,val_loss
0,49,0.02941838465631008,,
0,99,0.029386460781097412,,
0,118,,0.5503969192504883,0.029366131871938705
1,149,0.027980472892522812,,
1,199,0.031058073043823242,,
1,237,,0.6383876204490662,0.028125597164034843
2,249,0.025965088978409767,,
2,299,0.026851626113057137,,
2,349,0.02724226750433445,,
2,356,,0.743260383605957,0.02611083909869194
3,399,0.02570970728993416,,
3,449,0.02446051873266697,,
3,475,,0.8136269450187683,0.025070257484912872
4,499,0.02117687463760376,,
4,549,0.02343861386179924,,
4,594,,0.8438239097595215,0.021591035649180412
5,599,0.018355989828705788,,
5,649,0.021481303498148918,,
5,699,0.021603688597679138,,
5,713,,0.8548757433891296,0.020337486639618874
6,749,0.01689564809203148,,
6,799,0.017533864825963974,,
6,832,,0.8700032830238342,0.01919649913907051
7,849,0.016425734385848045,,
7,899,0.019702430814504623,,
7,949,0.020149003714323044,,
7,951,,0.8783507347106934,0.01857108250260353
8,999,0.01783888041973114,,
8,1049,0.01797494851052761,,
8,1070,,0.882142186164856,0.01826310157775879
9,1099,0.018776189535856247,,
9,1149,0.016980811953544617,,
9,1189,,0.8843198418617249,0.018189363181591034
